Customer_ID,Customer_Segment,Age_Group
C09554,Regular,18-24
C09555,Regular,35-44
C09556,Loyal,18-24
C09557,New,35-44
C09558,Regular,25-34
C09559,Regular,25-34
C09560,Regular,35-44
C09561,Loyal,18-24
C09562,New,25-34
C09563,Regular,35-44
C09564,Regular,45-54
C09565,Regular,25-34
C09566,Regular,25-34
C09567,Regular,25-34
C09568,Loyal,35-44
C09569,Regular,25-34
C09570,Loyal,45-54
C09571,Regular,25-34
C09572,New,18-24
C09573,New,25-34
C09574,New,25-34
C09575,Regular,35-44
C09576,Regular,25-34
C09577,Regular,55+
C09578,Regular,25-34
C09579,New,25-34
C09580,New,18-24
C09581,New,45-54
C09582,Regular,35-44
C09583,New,18-24
C09584,New,55+
C09585,Loyal,25-34
C09586,Loyal,35-44
C09587,New,45-54
C09588,Regular,35-44
C09589,Regular,45-54
C09590,Regular,45-54
C09591,Regular,55+
C09592,New,18-24
C09593,Regular,25-34
C09594,Regular,35-44
C09595,New,35-44
C09596,Regular,25-34
C09597,Regular,18-24
C09598,Regular,45-54
C09599,New,55+
C09600,Regular,25-34
C09601,New,25-34
C09602,Regular,18-24
C09603,New,25-34
C09604,New,35-44
C09605,Regular,45-54
C09606,Regular,18-24
C09607,Loyal,25-34
C09608,Regular,35-44
C09609,New,25-34
C09610,Regular,25-34
C09611,Regular,35-44
C09612,New,45-54
C09613,Loyal,25-34
C09614,New,35-44
C09615,Loyal,25-34
C09616,Loyal,25-34
C09617,Regular,18-24
C09618,Loyal,25-34
C09619,Regular,18-24
C09620,New,25-34
C09621,Regular,35-44
C09622,New,35-44
C09623,Regular,18-24
C09624,Regular,25-34
C09625,Regular,25-34
C09626,Regular,25-34
C09627,Regular,25-34
C09628,Loyal,35-44
C09629,New,18-24
C09630,Regular,25-34
C09631,New,18-24
C09632,Regular,18-24
C09633,New,55+
C09634,Regular,25-34
C09635,New,25-34
C09636,New,35-44
C09637,Loyal,18-24
C09638,New,25-34
C09639,Regular,45-54
C09640,New,45-54
C09641,Regular,25-34
C09642,Regular,25-34
C09643,Regular,35-44
C09644,New,25-34
C09645,Regular,18-24
C09646,Regular,25-34
C09647,Regular,25-34
C09648,Regular,18-24
C09649,Regular,25-34
C09650,New,35-44
C09651,New,25-34
C09652,New,18-24
C09653,New,25-34
C09654,New,35-44
C09655,Regular,18-24
C09656,Regular,18-24
C09657,Loyal,25-34
C09658,New,18-24
C09659,Regular,55+
C09660,Loyal,35-44
C09661,Regular,25-34
C09662,New,35-44
C09663,New,25-34
C09664,New,18-24
C09665,New,25-34
C09666,Regular,35-44
C09667,New,18-24
C09668,New,25-34
C09669,Regular,25-34
C09670,Regular,25-34
C09671,Regular,35-44
C09672,Regular,45-54
C09673,Regular,35-44
C09674,New,35-44
C09675,Regular,45-54
C09676,Regular,18-24
C09677,Loyal,18-24
C09678,New,25-34
C09679,Regular,25-34
C09680,Regular,25-34
C09681,Regular,25-34
C09682,New,18-24
C09683,New,25-34
C09684,Loyal,45-54
C09685,Regular,25-34
C09686,Regular,18-24
C09687,New,35-44
C09688,New,25-34
C09689,Regular,25-34
C09690,Loyal,25-34
C09691,Loyal,35-44
C09692,Regular,45-54
C09693,Regular,35-44
C09694,Loyal,25-34
C09695,Regular,25-34
C09696,Regular,18-24
C09697,New,55+
C09698,Regular,35-44
C09699,Regular,18-24
C09700,Loyal,35-44
C09701,Regular,25-34
C09702,New,55+
C09703,Regular,45-54
C09704,Loyal,18-24
C09705,Regular,35-44
C09706,New,25-34
C09707,New,18-24
C09708,Regular,35-44
C09709,Regular,25-34
C09710,Regular,18-24
C09711,New,35-44
C09712,Loyal,35-44
C09713,New,18-24
C09714,New,25-34
C09715,Regular,35-44
C09716,Regular,18-24
C09717,New,45-54
C09718,New,18-24
C09719,New,18-24
C09720,Regular,18-24
C09721,Regular,25-34
C09722,Regular,35-44
C09723,Regular,25-34
C09724,Regular,25-34
C09725,New,45-54
C09726,Loyal,18-24
C09727,Loyal,25-34
C09728,New,18-24
C09729,New,18-24
C09730,New,25-34
C09731,New,18-24
C09732,Regular,25-34
C09733,Regular,45-54
C09734,Regular,18-24
C09735,Regular,35-44
C09736,Regular,35-44
C09737,Regular,25-34
C09738,New,25-34
C09739,New,25-34
C09740,Regular,18-24
C09741,New,45-54
C09742,New,25-34
C09743,Loyal,45-54
C09744,Regular,45-54
C09745,New,18-24
C09746,Regular,25-34
C09747,Regular,18-24
C09748,New,45-54
C09749,New,45-54
C09750,Loyal,25-34
C09751,Regular,18-24
C09752,New,18-24
C09753,Regular,45-54
C09754,Regular,45-54
C09755,New,18-24
C09756,New,18-24
C09757,New,25-34
C09758,Loyal,18-24
C09759,New,45-54
C09760,Regular,25-34
C09761,Loyal,35-44
C09762,New,25-34
C09763,Loyal,25-34
C09764,Loyal,25-34
C09765,Loyal,35-44
C09766,New,35-44
C09767,Regular,25-34
C09768,Regular,25-34
C09769,Loyal,18-24
C09770,New,18-24
C09771,Regular,35-44
C09772,Regular,25-34
C09773,New,25-34
C09774,Regular,45-54
C09775,Regular,25-34
C09776,Regular,25-34
C09777,Regular,18-24
C09778,Loyal,45-54
C09779,Regular,25-34
C09780,Regular,18-24
C09781,Regular,35-44
C09782,Regular,25-34
C09783,Regular,45-54
C09784,Loyal,45-54
C09785,Regular,35-44
C09786,Regular,35-44
C09787,New,18-24
C09788,New,25-34
C09789,Regular,35-44
C09790,New,25-34
C09791,New,35-44
C09792,Regular,45-54
C09793,New,18-24
C09794,New,18-24
C09795,Regular,35-44
C09796,Regular,45-54
C09797,Loyal,45-54
C09798,Regular,35-44
C09799,Regular,45-54
C09800,Loyal,35-44
C09801,Regular,18-24
C09802,New,35-44
C09803,New,18-24
C09804,Regular,25-34
C09805,Regular,25-34
C09806,Regular,25-34
C09807,Regular,25-34
C09808,Regular,18-24
C09809,Loyal,25-34
C09810,Regular,18-24
C09811,New,25-34
C09812,Loyal,35-44
C09813,New,45-54
C09814,Regular,45-54
C09815,Loyal,25-34
C09816,Regular,35-44
C09817,Regular,25-34
C09818,Regular,18-24
C09819,Regular,35-44
C09820,Regular,35-44
C09821,Regular,45-54
C09822,Regular,35-44
C09823,Regular,18-24
C09824,New,45-54
C09825,Regular,35-44
C09826,Regular,45-54
C09827,Regular,35-44
C09828,Regular,25-34
C09829,Regular,18-24
C09830,Regular,18-24
C09831,Regular,18-24
C09832,Loyal,25-34
C09833,New,25-34
C09834,Loyal,45-54
C09835,New,45-54
C09836,New,35-44
C09837,Loyal,18-24
C09838,New,25-34
C09839,Regular,35-44
C09840,Loyal,18-24
C09841,Loyal,45-54
C09842,Loyal,45-54
C09843,New,25-34
C09844,Regular,35-44
C09845,New,18-24
C09846,Regular,35-44
C09847,Loyal,18-24
C09848,Regular,18-24
C09849,Regular,35-44
C09850,Regular,35-44
C09851,Regular,35-44
C09852,Loyal,25-34
C09853,New,35-44
C09854,Regular,35-44
C09855,Loyal,55+
C09856,Regular,45-54
C09857,New,35-44
C09858,Regular,35-44
C09859,Regular,25-34
C09860,New,18-24
C09861,Loyal,18-24
C09862,Regular,45-54
C09863,Loyal,45-54
C09864,Loyal,35-44
C09865,Regular,25-34
C09866,New,18-24
C09867,Regular,25-34
C09868,New,25-34
C09869,Loyal,25-34
C09870,New,45-54
C09871,New,18-24
C09872,Regular,25-34
C09873,New,25-34
C09874,New,55+
C09875,Regular,45-54
C09876,New,25-34
C09877,New,55+
C09878,Regular,25-34
C09879,Regular,18-24
C09880,Regular,25-34
C09881,Regular,25-34
C09882,Regular,35-44
C09883,Regular,55+
C09884,Loyal,35-44
C09885,New,25-34
C09886,Regular,25-34
C09887,Loyal,18-24
C09888,Loyal,25-34
C09889,New,18-24
C09890,New,25-34
C09891,Regular,35-44
C09892,New,35-44
C09893,Loyal,18-24
C09894,Regular,25-34
C09895,Regular,25-34
C09896,New,18-24
C09897,Regular,25-34
C09898,Regular,25-34
C09899,Loyal,35-44
C09900,New,45-54
C09901,New,25-34
C09902,Regular,35-44
C09903,New,18-24
C09904,Regular,45-54
C09905,Loyal,18-24
C09906,Regular,18-24
C09907,Loyal,18-24
C09908,New,25-34
C09909,New,25-34
C09910,New,55+
C09911,Regular,35-44
C09912,Loyal,25-34
C09913,New,25-34
C09914,Regular,35-44
C09915,Regular,45-54
C09916,Loyal,35-44
C09917,New,25-34
C09918,New,35-44
C09919,New,35-44
C09920,Regular,18-24
C09921,New,25-34
C09922,Loyal,35-44
C09923,Regular,45-54
C09924,Regular,25-34
C09925,Regular,55+
C09926,New,25-34
C09927,Regular,25-34
C09928,Loyal,25-34
C09929,Loyal,55+
C09930,Loyal,25-34
C09931,Loyal,25-34
C09932,New,18-24
C09933,New,25-34
C09934,New,45-54
C09935,New,25-34
C09936,New,45-54
C09937,Regular,45-54
C09938,Regular,18-24
C09939,Loyal,35-44
C09940,Regular,25-34
C09941,Loyal,18-24
C09942,New,35-44
C09943,New,35-44
C09944,Regular,25-34
C09945,New,18-24
C09946,New,45-54
C09947,Regular,35-44
C09948,New,25-34
C09949,Regular,25-34
C09950,Regular,18-24
C09951,Regular,25-34
C09952,Regular,25-34
C09953,Regular,25-34
C09954,New,25-34
C09955,New,35-44
C09956,Regular,25-34
C09957,Regular,35-44
C09958,Regular,25-34
C09959,Regular,25-34
C09960,New,25-34
C09961,Regular,35-44
C09962,Regular,25-34
C09963,Regular,18-24
C09964,Regular,18-24
C09965,Regular,25-34
C09966,Regular,18-24
C09967,Regular,35-44
C09968,New,25-34
C09969,Regular,35-44
C09970,New,55+
C09971,New,25-34
C09972,Loyal,35-44
C09973,Loyal,35-44
C09974,New,45-54
C09975,Regular,25-34
C09976,New,45-54
C09977,Regular,45-54
C09978,Loyal,25-34
C09979,Loyal,25-34
C09980,Regular,55+
C09981,Regular,35-44
C09982,Regular,25-34
C09983,New,35-44
C09984,Loyal,25-34
C09985,Loyal,18-24
C09986,Regular,25-34
C09987,Regular,25-34
C09988,New,45-54
C09989,New,25-34
C09990,Loyal,45-54
C09991,Regular,25-34
C09992,Regular,25-34
C09993,Regular,25-34
C09994,Loyal,25-34
C09995,New,45-54
C09996,Loyal,25-34
C09997,Loyal,45-54
C09998,Loyal,25-34
C09999,Regular,18-24
C10000,New,18-24
C10001,Regular,35-44
C10002,Regular,25-34
C10003,New,35-44
C10004,Regular,35-44
C10005,Regular,25-34
C10006,Loyal,25-34
C10007,New,25-34
C10008,Regular,55+
C10009,Regular,25-34
C10010,Regular,18-24
C10011,Loyal,25-34
C10012,Regular,35-44
C10013,Loyal,35-44
C10014,Regular,45-54
C10015,Regular,45-54
C10016,New,25-34
C10017,New,25-34
C10018,New,35-44
C10019,New,45-54
C10020,New,25-34
C10021,New,25-34
C10022,New,45-54
C10023,Loyal,25-34
C10024,New,25-34
C10025,Regular,45-54
C10026,New,45-54
C10027,Loyal,25-34
C10028,Loyal,25-34
C10029,Regular,25-34
C10030,Regular,45-54
C10031,New,55+
C10032,Loyal,35-44
C10033,Loyal,25-34
C10034,Loyal,18-24
C10035,Regular,35-44
C10036,Regular,25-34
C10037,Loyal,35-44
C10038,New,35-44
C10039,Regular,25-34
C10040,New,55+
C10041,Loyal,18-24
C10042,New,35-44
C10043,New,25-34
C10044,Regular,35-44
C10045,Regular,35-44
C10046,Regular,18-24
C10047,New,25-34
C10048,New,18-24
C10049,Regular,18-24
C10050,Loyal,35-44
C10051,Loyal,25-34
C10052,Regular,25-34
C10053,Loyal,25-34
C10054,Regular,35-44
C10055,Regular,35-44
C10056,Regular,25-34
C10057,Regular,35-44
C10058,Regular,45-54
C10059,Regular,18-24
C10060,New,35-44
C10061,New,25-34
C10062,New,18-24
C10063,Regular,25-34
C10064,New,25-34
C10065,New,45-54
C10066,Regular,18-24
C10067,Regular,18-24
C10068,Regular,25-34
C10069,Regular,35-44
C10070,Loyal,35-44
C10071,Loyal,25-34
C10072,Loyal,45-54
C10073,Regular,55+
C10074,New,25-34
C10075,Loyal,35-44
C10076,New,25-34
C10077,New,18-24
C10078,Regular,25-34
C10079,New,18-24
C10080,Loyal,55+
C10081,Regular,25-34
C10082,Regular,35-44
C10083,Regular,25-34
C10084,Regular,35-44
C10085,New,25-34
C10086,Regular,35-44
C10087,Regular,18-24
C10088,Regular,45-54
C10089,Regular,45-54
C10090,New,35-44
C10091,New,18-24
C10092,New,25-34
C10093,Regular,45-54
C10094,Loyal,18-24
C10095,Loyal,18-24
C10096,Regular,25-34
C10097,Regular,25-34
C10098,Regular,25-34
C10099,New,25-34
C10100,New,25-34
C10101,Loyal,18-24
C10102,Regular,25-34
C10103,Loyal,25-34
C10104,Regular,35-44
C10105,Regular,18-24
C10106,New,35-44
C10107,New,25-34
C10108,Regular,25-34
C10109,New,25-34
C10110,New,18-24
C10111,New,45-54
C10112,New,25-34
C10113,Regular,35-44
C10114,Regular,55+
C10115,New,25-34
C10116,New,25-34
C10117,New,25-34
C10118,Regular,55+
C10119,New,35-44
C10120,Regular,35-44
C10121,New,25-34
C10122,New,45-54
C10123,Loyal,35-44
C10124,Regular,25-34
C10125,New,35-44
C10126,Loyal,25-34
C10127,Regular,18-24
C10128,Loyal,45-54
C10129,Regular,18-24
C10130,Regular,25-34
C10131,Loyal,25-34
C10132,New,25-34
C10133,Regular,25-34
C10134,Regular,55+
C10135,New,25-34
C10136,New,18-24
C10137,New,35-44
C10138,Regular,25-34
C10139,Regular,18-24
C10140,Regular,18-24
C10141,New,18-24
C10142,Regular,25-34
C10143,Loyal,25-34
C10144,Regular,18-24
C10145,Regular,35-44
C10146,Regular,18-24
C10147,Regular,45-54
C10148,Regular,35-44
C10149,Loyal,18-24
C10150,Regular,55+
C10151,Loyal,25-34
C10152,New,25-34
C10153,New,25-34
C10154,New,35-44
C10155,Regular,25-34
C10156,Regular,18-24
C10157,New,18-24
C10158,New,35-44
C10159,Loyal,25-34
C10160,Loyal,18-24
C10161,Regular,25-34
C10162,Regular,45-54
C10163,Regular,25-34
C10164,Regular,25-34
C10165,Loyal,45-54
C10166,New,18-24
C10167,Regular,35-44
C10168,Regular,55+
C10169,Regular,45-54
C10170,Regular,18-24
C10171,Regular,25-34
C10172,New,18-24
C10173,Regular,55+
C10174,New,55+
C10175,New,25-34
C10176,New,35-44
C10177,Regular,45-54
C10178,Regular,25-34
C10179,Regular,18-24
C10180,Regular,18-24
C10181,Regular,25-34
C10182,Regular,45-54
C10183,Regular,45-54
C10184,Regular,18-24
C10185,Regular,25-34
C10186,Regular,25-34
C10187,Loyal,35-44
C10188,Loyal,35-44
C10189,New,25-34
C10190,New,35-44
C10191,Regular,18-24
C10192,New,25-34
C10193,New,55+
C10194,Loyal,18-24
C10195,New,25-34
C10196,Loyal,25-34
C10197,Regular,25-34
C10198,Regular,25-34
C10199,New,25-34
C10200,New,45-54
C10201,Regular,25-34
C10202,New,25-34
C10203,New,18-24
C10204,Regular,35-44
C10205,New,25-34
C10206,New,45-54
C10207,Regular,25-34
C10208,New,18-24
C10209,New,18-24
C10210,Regular,55+
C10211,Loyal,25-34
C10212,Regular,18-24
C10213,New,18-24
C10214,Regular,25-34
C10215,Loyal,18-24
C10216,Regular,25-34
C10217,Regular,25-34
C10218,New,25-34
C10219,Regular,18-24
C10220,New,25-34
C10221,Regular,35-44
C10222,Regular,18-24
C10223,Loyal,25-34
C10224,New,25-34
C10225,New,25-34
C10226,Regular,35-44
C10227,Regular,35-44
C10228,Regular,35-44
C10229,New,18-24
C10230,New,25-34
C10231,Regular,25-34
C10232,Regular,25-34
C10233,Loyal,25-34
C10234,Regular,25-34
C10235,Regular,35-44
C10236,Regular,18-24
C10237,Regular,55+
C10238,Regular,18-24
C10239,Loyal,35-44
C10240,New,25-34
C10241,Regular,45-54
C10242,New,18-24
C10243,Regular,25-34
C10244,New,25-34
C10245,New,55+
C10246,Loyal,55+
C10247,New,18-24
C10248,Regular,35-44
C10249,Loyal,25-34
C10250,New,18-24
C10251,Regular,18-24
C10252,New,55+
C10253,New,25-34
C10254,Regular,18-24
C10255,Loyal,25-34
C10256,New,25-34
C10257,Regular,25-34
C10258,Regular,25-34
C10259,Loyal,25-34
C10260,New,18-24
C10261,Regular,25-34
C10262,Regular,18-24
C10263,Regular,45-54
C10264,Loyal,18-24
C10265,Loyal,35-44
C10266,New,25-34
C10267,Regular,25-34
C10268,Regular,25-34
C10269,New,35-44
C10270,Regular,45-54
C10271,Regular,25-34
C10272,Regular,25-34
C10273,Loyal,35-44
C10274,New,18-24
C10275,Loyal,35-44
C10276,Regular,18-24
C10277,Regular,35-44
C10278,Loyal,25-34
C10279,Regular,18-24
C10280,Regular,35-44
C10281,Regular,25-34
C10282,Regular,25-34
C10283,Loyal,25-34
C10284,Loyal,25-34
C10285,New,18-24
C10286,New,55+
C10287,Regular,35-44
C10288,New,18-24
C10289,Regular,45-54
C10290,New,25-34
C10291,Regular,35-44
C10292,New,25-34
C10293,New,35-44
C10294,Regular,35-44
C10295,Regular,25-34
C10296,Loyal,25-34
C10297,Loyal,25-34
C10298,Regular,25-34
C10299,New,18-24
C10300,Loyal,25-34
C10301,Loyal,35-44
C10302,Loyal,45-54
C10303,New,25-34
C10304,Loyal,25-34
C10305,New,45-54
C10306,Regular,45-54
C10307,Loyal,25-34
C10308,New,18-24
C10309,Loyal,35-44
C10310,New,35-44
C10311,Loyal,18-24
C10312,New,35-44
C10313,Loyal,35-44
C10314,New,25-34
C10315,Regular,35-44
C10316,Regular,25-34
C10317,Regular,35-44
C10318,New,25-34
C10319,Regular,25-34
C10320,New,35-44
C10321,Regular,35-44
C10322,New,55+
C10323,Loyal,25-34
C10324,New,18-24
C10325,New,55+
C10326,New,35-44
C10327,Regular,55+
C10328,New,18-24
C10329,Regular,25-34
C10330,Loyal,18-24
C10331,Regular,45-54
C10332,Regular,45-54
C10333,New,25-34
C10334,Regular,18-24
C10335,New,18-24
C10336,Regular,35-44
C10337,New,25-34
C10338,Regular,35-44
C10339,Regular,25-34
C10340,Loyal,25-34
C10341,New,18-24
C10342,Regular,35-44
C10343,New,25-34
C10344,Regular,45-54
C10345,Loyal,35-44
C10346,Regular,25-34
C10347,Regular,25-34
C10348,Loyal,45-54
C10349,Regular,18-24
C10350,Regular,25-34
C10351,Regular,55+
C10352,Regular,35-44
C10353,New,25-34
C10354,Loyal,25-34
C10355,Regular,45-54
C10356,New,25-34
C10357,Regular,25-34
C10358,Regular,18-24
C10359,New,18-24
C10360,Regular,55+
C10361,Loyal,35-44
C10362,Loyal,35-44
C10363,Loyal,55+
C10364,Loyal,25-34
C10365,New,18-24
C10366,Regular,35-44
C10367,Loyal,25-34
C10368,Regular,25-34
C10369,Regular,18-24
C10370,Regular,25-34
C10371,Regular,25-34
C10372,Loyal,25-34
C10373,Regular,25-34
C10374,Regular,25-34
C10375,Loyal,25-34
C10376,Regular,25-34
C10377,New,55+
C10378,Regular,55+
C10379,Loyal,25-34
C10380,Regular,55+
C10381,Regular,55+
C10382,Regular,25-34
C10383,New,25-34
C10384,Loyal,55+
C10385,Loyal,35-44
C10386,New,25-34
C10387,New,35-44
C10388,Loyal,25-34
C10389,Loyal,25-34
C10390,Loyal,25-34
C10391,Loyal,25-34
C10392,Regular,18-24
C10393,Regular,45-54
C10394,Regular,25-34
C10395,New,18-24
C10396,Regular,18-24
C10397,Regular,25-34
C10398,Regular,55+
C10399,Regular,18-24
C10400,Regular,18-24
C10401,New,25-34
C10402,New,25-34
C10403,New,25-34
C10404,New,25-34
C10405,Loyal,25-34
C10406,New,25-34
C10407,New,45-54
C10408,Regular,18-24
C10409,Regular,25-34
C10410,New,45-54
C10411,Regular,45-54
C10412,Regular,18-24
C10413,New,55+
C10414,New,35-44
C10415,Loyal,25-34
C10416,Loyal,25-34
C10417,Regular,25-34
C10418,New,18-24
C10419,Regular,25-34
C10420,Regular,35-44
C10421,New,45-54
C10422,Regular,25-34
C10423,Regular,25-34
C10424,Regular,25-34
C10425,Regular,35-44
C10426,Loyal,35-44
C10427,Regular,25-34
C10428,Loyal,35-44
C10429,New,25-34
C10430,Loyal,35-44
C10431,New,18-24
C10432,New,25-34
C10433,Regular,25-34
C10434,Regular,45-54
C10435,Loyal,25-34
C10436,Regular,55+
C10437,New,18-24
C10438,Regular,25-34
C10439,Regular,25-34
C10440,Regular,35-44
C10441,Regular,45-54
C10442,Regular,45-54
C10443,Loyal,35-44
C10444,Loyal,35-44
C10445,New,55+
C10446,Regular,25-34
C10447,Regular,45-54
C10448,Regular,45-54
C10449,Regular,25-34
C10450,Loyal,35-44
C10451,Regular,25-34
C10452,Loyal,18-24
C10453,Loyal,35-44
C10454,Loyal,18-24
C10455,Loyal,25-34
C10456,Regular,45-54
C10457,New,18-24
C10458,Regular,18-24
C10459,New,35-44
C10460,Regular,25-34
C10461,Regular,25-34
C10462,Regular,25-34
C10463,Loyal,18-24
C10464,Loyal,18-24
C10465,New,45-54
C10466,Regular,25-34
C10467,Regular,25-34
C10468,Regular,55+
C10469,Regular,45-54
C10470,Regular,18-24
C10471,Regular,25-34
C10472,Loyal,35-44
C10473,Loyal,35-44
C10474,New,35-44
C10475,Regular,25-34
C10476,Regular,18-24
C10477,New,25-34
C10478,New,35-44
C10479,Regular,35-44
C10480,Regular,18-24
C10481,New,18-24
C10482,Regular,55+
C10483,Regular,18-24
C10484,New,25-34
C10485,New,35-44
C10486,Loyal,25-34
C10487,New,18-24
C10488,Loyal,25-34
C10489,Regular,25-34
C10490,Regular,25-34
C10491,New,45-54
C10492,New,25-34
C10493,New,35-44
C10494,New,18-24
C10495,Regular,25-34
C10496,New,35-44
C10497,Regular,25-34
C10498,Regular,35-44
C10499,New,18-24
C10500,New,18-24
C10501,New,25-34
C10502,New,35-44
C10503,Regular,18-24
C10504,New,45-54
C10505,Regular,25-34
C10506,Regular,18-24
C10507,Regular,25-34
C10508,Regular,18-24
C10509,Regular,18-24
C10510,New,35-44
C10511,New,25-34
C10512,Regular,25-34
C10513,Regular,55+
C10514,Regular,25-34
C10515,Regular,18-24
C10516,Regular,25-34
C10517,Regular,25-34
C10518,Regular,25-34
C10519,Regular,25-34
C10520,Regular,25-34
C10521,Regular,35-44
C10522,Regular,35-44
C10523,Loyal,35-44
C10524,Regular,25-34
C10525,Regular,18-24
C10526,Regular,25-34
C10527,Regular,18-24
C10528,New,18-24
C10529,Loyal,25-34
C10530,New,25-34
C10531,Regular,35-44
C10532,Regular,25-34
C10533,Loyal,55+
C10534,New,35-44
C10535,Regular,18-24
C10536,Regular,25-34
C10537,Regular,25-34
C10538,New,35-44
C10539,Regular,25-34
C10540,Regular,25-34
C10541,New,25-34
C10542,Regular,25-34
C10543,Regular,55+
C10544,Regular,25-34
C10545,Loyal,18-24
C10546,Regular,18-24
C10547,Loyal,45-54
C10548,Loyal,35-44
C10549,New,35-44
C10550,New,45-54
C10551,Regular,45-54
C10552,Regular,25-34
C10553,Regular,18-24
C10554,Regular,18-24
C10555,Regular,25-34
C10556,Regular,25-34
C10557,New,25-34
C10558,Loyal,25-34
C10559,New,35-44
C10560,Loyal,18-24
C10561,New,18-24
C10562,Loyal,35-44
C10563,New,18-24
C10564,New,35-44
C10565,New,25-34
C10566,Regular,55+
C10567,Loyal,45-54
C10568,Regular,25-34
C10569,Loyal,35-44
C10570,Regular,18-24
C10571,Regular,25-34
C10572,Loyal,35-44
C10573,New,35-44
C10574,Regular,25-34
C10575,Loyal,18-24
C10576,Loyal,45-54
C10577,Loyal,25-34
C10578,Loyal,45-54
C10579,New,35-44
C10580,Loyal,25-34
C10581,Regular,18-24
C10582,Loyal,25-34
C10583,Regular,45-54
C10584,Regular,45-54
C10585,Regular,25-34
C10586,Regular,25-34
C10587,New,35-44
C10588,Loyal,25-34
C10589,Loyal,35-44
C10590,New,25-34
C10591,Regular,45-54
C10592,Regular,35-44
C10593,Regular,25-34
C10594,New,45-54
C10595,Loyal,25-34
C10596,Regular,18-24
C10597,Regular,18-24
C10598,Regular,35-44
C10599,New,45-54
C10600,Regular,45-54
C10601,New,35-44
C10602,New,18-24
C10603,Regular,18-24
C10604,Loyal,25-34
C10605,Regular,45-54
C10606,New,55+
C10607,Regular,25-34
C10608,Loyal,35-44
C10609,Regular,25-34
C10610,Loyal,18-24
C10611,Regular,25-34
C10612,Regular,45-54
C10613,New,25-34
C10614,Regular,45-54
C10615,Regular,25-34
C10616,Regular,18-24
C10617,Loyal,18-24
C10618,Loyal,45-54
C10619,New,25-34
C10620,New,35-44
C10621,Regular,25-34
C10622,New,25-34
C10623,Regular,45-54
C10624,Loyal,25-34
C10625,Loyal,45-54
C10626,Regular,18-24
C10627,Loyal,35-44
C10628,Regular,35-44
C10629,New,45-54
C10630,Regular,25-34
C10631,Regular,35-44
C10632,Regular,25-34
C10633,New,25-34
C10634,Regular,18-24
C10635,Regular,18-24
C10636,Loyal,45-54
C10637,Regular,35-44
C10638,Regular,25-34
C10639,Regular,45-54
C10640,New,18-24
C10641,Regular,35-44
C10642,Loyal,45-54
C10643,Regular,45-54
C10644,Loyal,25-34
C10645,New,35-44
C10646,New,25-34
C10647,Loyal,45-54
C10648,Loyal,25-34
C10649,Loyal,35-44
C10650,Regular,18-24
C10651,Loyal,35-44
C10652,Loyal,25-34
C10653,Loyal,35-44
C10654,Regular,35-44
C10655,Regular,45-54
C10656,Loyal,35-44
C10657,Regular,25-34
C10658,Regular,45-54
C10659,Regular,18-24
C10660,Regular,35-44
C10661,Regular,45-54
C10662,New,18-24
C10663,Loyal,45-54
C10664,Regular,35-44
C10665,Regular,25-34
C10666,New,25-34
C10667,New,25-34
C10668,New,55+
C10669,Regular,25-34
C10670,New,25-34
C10671,Loyal,18-24
C10672,New,25-34
C10673,New,35-44
C10674,New,25-34
C10675,New,55+
C10676,Regular,25-34
C10677,Loyal,25-34
C10678,Regular,18-24
C10679,New,55+
C10680,New,18-24
C10681,Regular,25-34
C10682,Loyal,25-34
C10683,New,25-34
C10684,Regular,35-44
C10685,Regular,35-44
C10686,New,18-24
C10687,Regular,25-34
C10688,New,35-44
C10689,Regular,25-34
C10690,New,18-24
C10691,Regular,25-34
C10692,New,25-34
C10693,Loyal,18-24
C10694,New,25-34
C10695,Loyal,25-34
C10696,Loyal,18-24
C10697,Loyal,35-44
C10698,Regular,55+
C10699,Regular,55+
C10700,Regular,45-54
C10701,New,25-34
C10702,Regular,18-24
C10703,New,45-54
C10704,Loyal,18-24
C10705,New,25-34
C10706,Regular,25-34
C10707,Regular,18-24
C10708,Regular,45-54
C10709,Regular,35-44
C10710,New,35-44
C10711,Regular,45-54
C10712,New,25-34
C10713,Loyal,35-44
C10714,Regular,25-34
C10715,Loyal,35-44
C10716,New,18-24
C10717,New,35-44
C10718,New,55+
C10719,New,18-24
C10720,New,18-24
C10721,Regular,18-24
C10722,New,25-34
C10723,Regular,25-34
C10724,Loyal,45-54
C10725,Regular,25-34
C10726,Regular,25-34
C10727,Regular,35-44
C10728,Regular,25-34
C10729,New,25-34
C10730,Regular,35-44
C10731,Regular,35-44
C10732,Loyal,18-24
C10733,Regular,18-24
C10734,Regular,25-34
C10735,Regular,25-34
C10736,New,25-34
C10737,Regular,35-44
C10738,Regular,45-54
C10739,New,18-24
C10740,New,25-34
C10741,New,25-34
C10742,Regular,25-34
C10743,New,35-44
C10744,Regular,45-54
C10745,Regular,18-24
C10746,Regular,18-24
C10747,Loyal,35-44
C10748,Loyal,25-34
C10749,Regular,18-24
C10750,New,18-24
C10751,Regular,25-34
C10752,Regular,25-34
C10753,Regular,55+
C10754,Regular,25-34
C10755,New,25-34
C10756,Regular,35-44
C10757,New,25-34
C10758,Regular,25-34
C10759,Regular,25-34
C10760,Regular,25-34
C10761,New,35-44
C10762,Regular,25-34
C10763,Regular,45-54
C10764,New,35-44
C10765,Regular,25-34
C10766,Regular,18-24
C10767,Regular,25-34
